p1_rivalry_score,p2_common_opponents_score,p1_elo,p1_form_win_percentage,ranking_diff,match_competitiveness,p2_elo,p1_ranking,p1_surface_specialization_score,p2_form_wins,p2_form_losses,p2_surface_specialization_score,p2_form_win_percentage,ranking_ratio,p2_pts,p1_form_recent_score,p2_ranking,common_opponents_count,p1_pts,elo_diff,p2_form_recent_score,p2_strength_of_schedule_score,p1_form_wins,p1_strength_of_schedule_score,p1_current_streak_count,p1_form_losses,tipo_cancha,p1_form_status,p1_current_streak_type,p2_form_status,p2_current_streak_type,actual_winner,surface_Clay,surface_Grass,surface_Hard
0.0,0.0,1637,60.0,-100.0,1,1500,100.0,0.02,3.1145644403242305,5.486085920432307,0.0,34.54459695836206,0.4975124378109453,132.0,1.4,200.0,0,152.0,137,0.0,0.0,12.0,0.22,1,8.0,Hard,Buena,victorias,,,player2,False,False,True
0.0,0.0,1635,65.0,-153.0,0,1500,47.0,0.03,2.7308428268710077,6.192528480613024,0.0,37.65332116832015,0.23383084577114427,132.0,1.39,200.0,0,181.0,135,0.0,0.0,13.0,0.22,-1,7.0,Hard,Buena,derrotas,,,player2,False,False,True
0.0,0.0,1635,65.0,-153.0,0,1500,47.0,0.03,2.7308428268710077,6.192528480613024,0.0,37.65332116832015,0.23383084577114427,132.0,1.39,200.0,0,181.0,135,0.0,0.0,13.0,0.22,-1,7.0,Hard,Buena,derrotas,,,player2,False,False,True
0.0,0.0,1635,65.0,-153.0,0,1500,47.0,0.03,2.7308428268710077,6.192528480613024,0.0,37.65332116832015,0.23383084577114427,132.0,1.39,200.0,0,181.0,135,0.0,0.0,13.0,0.22,-1,7.0,Hard,Buena,derrotas,,,player2,False,False,True
0.0,-0.0,1795,50.0,-165.0,0,1500,32.0,0.05,2.426946004339137,6.177361725340193,0.0,30.00427246141207,0.16161616161616163,132.0,1.61,197.0,0,200.0,295,0.0,0.0,10.0,0.27,2,10.0,Grass,Regular,victorias,,,player1,False,True,False
0.0,-0.0,1795,50.0,-165.0,0,1500,32.0,0.05,2.426946004339137,6.177361725340193,0.0,30.00427246141207,0.16161616161616163,132.0,1.61,197.0,0,200.0,295,0.0,0.0,10.0,0.27,2,10.0,Grass,Regular,victorias,,,player1,False,True,False
0.0,-0.0,1795,50.0,-165.0,0,1500,32.0,0.05,2.426946004339137,6.177361725340193,0.0,30.00427246141207,0.16161616161616163,132.0,1.61,197.0,0,200.0,295,0.0,0.0,10.0,0.27,2,10.0,Grass,Regular,victorias,,,player1,False,True,False
0.0,-0.0,1948,60.0,120.0,0,1500,197.0,0.12,6.321601301530346,13.678398698469655,0.0,31.608006507651726,2.5256410256410255,161.0,1.62,77.0,0,132.0,448,0.0,0.0,12.0,0.27,1,8.0,Grass,Buena,victorias,,,player2,False,True,False
0.0,-0.0,1948,60.0,120.0,0,1500,197.0,0.12,6.321601301530346,13.678398698469655,0.0,31.608006507651726,2.5256410256410255,161.0,1.62,77.0,0,132.0,448,0.0,0.0,12.0,0.27,1,8.0,Grass,Buena,victorias,,,player2,False,True,False
0.0,-0.0,1948,60.0,120.0,0,1500,197.0,0.12,6.321601301530346,13.678398698469655,0.0,31.608006507651726,2.5256410256410255,161.0,1.62,77.0,0,132.0,448,0.0,0.0,12.0,0.27,1,8.0,Grass,Buena,victorias,,,player2,False,True,False
0.0,0.0,1773,70.0,-16.0,2,1500,25.0,0.12,2.9999999999999996,9.0,0.0,24.999999999999996,0.5952380952380952,187.0,1.19,41.0,0,215.0,273,0.0,0.0,14.0,0.2,7,6.0,Clay,Buena,victorias,,,player1,True,False,False
0.0,0.0,1773,70.0,-16.0,2,1500,25.0,0.12,2.9999999999999996,9.0,0.0,24.999999999999996,0.5952380952380952,187.0,1.19,41.0,0,215.0,273,0.0,0.0,14.0,0.2,7,6.0,Clay,Buena,victorias,,,player1,True,False,False
0.0,0.0,1773,70.0,-16.0,2,1500,25.0,0.12,2.9999999999999996,9.0,0.0,24.999999999999996,0.5952380952380952,187.0,1.19,41.0,0,215.0,273,0.0,0.0,14.0,0.2,7,6.0,Clay,Buena,victorias,,,player1,True,False,False
0.0,0.0,1645,45.0,-25.0,2,1500,52.0,0.03,8.36764004324678,11.63235995675322,0.0,41.83820021623389,0.6666666666666666,161.0,1.33,77.0,0,176.0,145,0.0,0.0,9.0,0.25,1,11.0,Hard,Regular,victorias,,,player1,False,False,True
0.0,0.0,1645,45.0,-25.0,2,1500,52.0,0.03,8.36764004324678,11.63235995675322,0.0,41.83820021623389,0.6666666666666666,161.0,1.33,77.0,0,176.0,145,0.0,0.0,9.0,0.25,1,11.0,Hard,Regular,victorias,,,player2,False,False,True
0.0,0.0,1645,45.0,-25.0,2,1500,52.0,0.03,8.36764004324678,11.63235995675322,0.0,41.83820021623389,0.6666666666666666,161.0,1.33,77.0,0,176.0,145,0.0,0.0,9.0,0.25,1,11.0,Hard,Regular,victorias,,,player2,False,False,True
0.0,0.0,1645,45.0,-25.0,2,1500,52.0,0.03,8.36764004324678,11.63235995675322,0.0,41.83820021623389,0.6666666666666666,161.0,1.33,77.0,0,176.0,145,0.0,0.0,9.0,0.25,1,11.0,Hard,Regular,victorias,,,player2,False,False,True
0.0,0.0,1570,45.0,-176.0,0,1500,24.0,0.03,8.0,12.000000000000002,0.0,40.0,0.11940298507462686,132.0,1.33,200.0,0,217.0,70,0.0,0.0,9.0,0.24,1,11.0,Hard,Regular,victorias,,,player1,False,False,True
0.0,0.0,1570,45.0,-176.0,0,1500,24.0,0.03,8.0,12.000000000000002,0.0,40.0,0.11940298507462686,132.0,1.33,200.0,0,217.0,70,0.0,0.0,9.0,0.24,1,11.0,Hard,Regular,victorias,,,player1,False,False,True
0.0,0.0,1570,45.0,-176.0,0,1500,24.0,0.03,8.0,12.000000000000002,0.0,40.0,0.11940298507462686,132.0,1.33,200.0,0,217.0,70,0.0,0.0,9.0,0.24,1,11.0,Hard,Regular,victorias,,,player1,False,False,True
0.0,0.0,1570,45.0,-176.0,0,1500,24.0,0.03,8.0,12.000000000000002,0.0,40.0,0.11940298507462686,132.0,1.33,200.0,0,217.0,70,0.0,0.0,9.0,0.24,1,11.0,Hard,Regular,victorias,,,player1,False,False,True
0.0,0.0,1710,60.0,183.0,0,1500,191.0,0.03,7.0,12.999999999999998,0.0,35.0,21.22222222222222,319.0,1.47,8.0,0,133.0,210,0.0,0.0,12.0,0.27,-1,8.0,Hard,Buena,derrotas,,,player1,False,False,True
0.0,0.0,1710,60.0,183.0,0,1500,191.0,0.03,7.0,12.999999999999998,0.0,35.0,21.22222222222222,319.0,1.47,8.0,0,133.0,210,0.0,0.0,12.0,0.27,-1,8.0,Hard,Buena,derrotas,,,player1,False,False,True
0.0,0.0,1710,60.0,183.0,0,1500,191.0,0.03,7.0,12.999999999999998,0.0,35.0,21.22222222222222,319.0,1.47,8.0,0,133.0,210,0.0,0.0,12.0,0.27,-1,8.0,Hard,Buena,derrotas,,,player1,False,False,True
0.0,0.0,1739,70.0,87.0,1,1500,139.0,0.03,7.4907594238184885,12.000000000000004,0.0,38.29404406979193,2.6226415094339623,176.0,1.55,52.0,0,142.0,239,0.0,0.0,14.0,0.24,1,6.0,Hard,Buena,victorias,,,player1,False,False,True
0.0,0.0,1739,70.0,87.0,1,1500,139.0,0.03,7.4907594238184885,12.000000000000004,0.0,38.29404406979193,2.6226415094339623,176.0,1.55,52.0,0,142.0,239,0.0,0.0,14.0,0.24,1,6.0,Hard,Buena,victorias,,,player1,False,False,True
0.0,0.0,1739,70.0,87.0,1,1500,139.0,0.03,7.4907594238184885,12.000000000000004,0.0,38.29404406979193,2.6226415094339623,176.0,1.55,52.0,0,142.0,239,0.0,0.0,14.0,0.24,1,6.0,Hard,Buena,victorias,,,player1,False,False,True
0.0,0.0,1739,70.0,87.0,1,1500,139.0,0.03,7.4907594238184885,12.000000000000004,0.0,38.29404406979193,2.6226415094339623,176.0,1.55,52.0,0,142.0,239,0.0,0.0,14.0,0.24,1,6.0,Hard,Buena,victorias,,,player1,False,False,True
0.0,0.0,1507,30.0,0.0,3,1500,200.0,0.01,0.8751121035424563,2.750224207084912,0.0,21.877802588561405,0.9950248756218906,132.0,1.17,200.0,0,132.0,7,0.0,0.0,6.0,0.15,-1,14.0,Hard,Mala,derrotas,,,player1,False,False,True
0.0,0.0,1507,30.0,0.0,3,1500,200.0,0.01,0.8751121035424563,2.750224207084912,0.0,21.877802588561405,0.9950248756218906,132.0,1.17,200.0,0,132.0,7,0.0,0.0,6.0,0.15,-1,14.0,Hard,Mala,derrotas,,,player1,False,False,True
0.0,0.0,1507,30.0,0.0,3,1500,200.0,0.01,0.8751121035424563,2.750224207084912,0.0,21.877802588561405,0.9950248756218906,132.0,1.17,200.0,0,132.0,7,0.0,0.0,6.0,0.15,-1,14.0,Hard,Mala,derrotas,,,player1,False,False,True
0.0,0.0,1507,30.0,0.0,3,1500,200.0,0.01,0.8751121035424563,2.750224207084912,0.0,21.877802588561405,0.9950248756218906,132.0,1.17,200.0,0,132.0,7,0.0,0.0,6.0,0.15,-1,14.0,Hard,Mala,derrotas,,,player1,False,False,True
0.0,0.0,1705,70.0,0.0,3,1500,200.0,0.03,7.205750387726171,9.552888314058594,0.0,36.028751938630855,0.9950248756218906,132.0,1.6,200.0,0,132.0,205,0.0,0.0,14.0,0.2,1,6.0,Hard,Buena,victorias,,,player1,False,False,True
0.0,0.0,1705,70.0,0.0,3,1500,200.0,0.03,7.205750387726171,9.552888314058594,0.0,36.028751938630855,0.9950248756218906,132.0,1.6,200.0,0,132.0,205,0.0,0.0,14.0,0.2,1,6.0,Hard,Buena,victorias,,,player2,False,False,True
0.0,0.0,1705,70.0,0.0,3,1500,200.0,0.03,7.205750387726171,9.552888314058594,0.0,36.028751938630855,0.9950248756218906,132.0,1.6,200.0,0,132.0,205,0.0,0.0,14.0,0.2,1,6.0,Hard,Buena,victorias,,,player2,False,False,True
0.0,0.0,1705,70.0,0.0,3,1500,200.0,0.03,7.205750387726171,9.552888314058594,0.0,36.028751938630855,0.9950248756218906,132.0,1.6,200.0,0,132.0,205,0.0,0.0,14.0,0.2,1,6.0,Hard,Buena,victorias,,,player2,False,False,True
0.0017,0.44,1545,50.0,0.0,3,1630,157.0,0.01,13.0,7.0,0.02,65.0,0.9936708860759493,138.0,1.31,157.0,4,138.0,-85,1.37,0.19,10.0,0.18,1,10.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
0.0017,0.44,1545,50.0,0.0,3,1630,157.0,0.01,13.0,7.0,0.02,65.0,0.9936708860759493,138.0,1.31,157.0,4,138.0,-85,1.37,0.19,10.0,0.18,1,10.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
0.0017,0.44,1545,50.0,0.0,3,1630,157.0,0.01,13.0,7.0,0.02,65.0,0.9936708860759493,138.0,1.31,157.0,4,138.0,-85,1.37,0.19,10.0,0.18,1,10.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
0.0,0.09,1534,40.0,-59.0,1,1529,98.0,0.0,8.0,12.0,0.01,40.0,0.620253164556962,138.0,1.27,157.0,3,152.0,5,1.27,0.0,8.0,0.0,1,12.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
0.0,0.09,1534,40.0,-59.0,1,1529,98.0,0.0,8.0,12.0,0.01,40.0,0.620253164556962,138.0,1.27,157.0,3,152.0,5,1.27,0.0,8.0,0.0,1,12.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
0.0,0.09,1534,40.0,-59.0,1,1529,98.0,0.0,8.0,12.0,0.01,40.0,0.620253164556962,138.0,1.27,157.0,3,152.0,5,1.27,0.0,8.0,0.0,1,12.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
0.0,0.19,1601,60.0,-40.0,2,1596,157.0,0.01,11.0,9.0,0.02,55.0,0.7929292929292929,132.0,1.5,197.0,1,138.0,5,1.27,0.09,12.0,0.13,1,8.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
0.0,0.19,1601,60.0,-40.0,2,1596,157.0,0.01,11.0,9.0,0.02,55.0,0.7929292929292929,132.0,1.5,197.0,1,138.0,5,1.27,0.09,12.0,0.13,1,8.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
0.0,0.19,1601,60.0,-40.0,2,1596,157.0,0.01,11.0,9.0,0.02,55.0,0.7929292929292929,132.0,1.5,197.0,1,138.0,5,1.27,0.09,12.0,0.13,1,8.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
2.6428,0.0,1595,60.0,19.0,2,1582,81.0,0.01,9.0,11.0,0.02,45.0,1.2857142857142858,169.0,1.34,62.0,4,159.0,13,1.27,0.09,12.0,0.14,1,8.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
2.6428,0.0,1595,60.0,19.0,2,1582,81.0,0.01,9.0,11.0,0.02,45.0,1.2857142857142858,169.0,1.34,62.0,4,159.0,13,1.27,0.09,12.0,0.14,1,8.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
2.6428,0.0,1595,60.0,19.0,2,1582,81.0,0.01,9.0,11.0,0.02,45.0,1.2857142857142858,169.0,1.34,62.0,4,159.0,13,1.27,0.09,12.0,0.14,1,8.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
0.9499999999999997,0.0,1691,65.0,114.0,0,1592,195.0,0.06,10.0,10.0,0.03,50.0,2.3780487804878048,159.0,1.19,81.0,3,133.0,99,0.92,0.0,13.0,0.16,6,7.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
0.9499999999999997,0.0,1691,65.0,114.0,0,1592,195.0,0.06,10.0,10.0,0.03,50.0,2.3780487804878048,159.0,1.19,81.0,3,133.0,99,0.92,0.0,13.0,0.16,6,7.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
0.9499999999999997,0.0,1691,65.0,114.0,0,1592,195.0,0.06,10.0,10.0,0.03,50.0,2.3780487804878048,159.0,1.19,81.0,3,133.0,99,0.92,0.0,13.0,0.16,6,7.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
0.0,0.26,1506,35.0,-119.0,0,1605,81.0,0.01,11.0,9.0,0.02,55.0,0.40298507462686567,132.0,1.26,200.0,1,159.0,-99,1.37,0.09,7.0,0.16,1,13.0,Clay,Mala,victorias,Regular,victorias,player1,True,False,False
0.0,0.26,1506,35.0,-119.0,0,1605,81.0,0.01,11.0,9.0,0.02,55.0,0.40298507462686567,132.0,1.26,200.0,1,159.0,-99,1.37,0.09,7.0,0.16,1,13.0,Clay,Mala,victorias,Regular,victorias,player1,True,False,False
0.0,0.26,1506,35.0,-119.0,0,1605,81.0,0.01,11.0,9.0,0.02,55.0,0.40298507462686567,132.0,1.26,200.0,1,159.0,-99,1.37,0.09,7.0,0.16,1,13.0,Clay,Mala,victorias,Regular,victorias,player1,True,False,False
0.0,0.4,1619,55.0,114.0,0,1748,195.0,0.01,15.0,5.0,0.04,75.0,2.3780487804878048,159.0,1.34,81.0,4,133.0,-129,1.41,0.09,11.0,0.09,1,9.0,Clay,Regular,victorias,Excelente,victorias,player2,True,False,False
0.0,0.4,1619,55.0,114.0,0,1748,195.0,0.01,15.0,5.0,0.04,75.0,2.3780487804878048,159.0,1.34,81.0,4,133.0,-129,1.41,0.09,11.0,0.09,1,9.0,Clay,Regular,victorias,Excelente,victorias,player2,True,False,False
0.0,0.4,1619,55.0,114.0,0,1748,195.0,0.01,15.0,5.0,0.04,75.0,2.3780487804878048,159.0,1.34,81.0,4,133.0,-129,1.41,0.09,11.0,0.09,1,9.0,Clay,Regular,victorias,Excelente,victorias,player2,True,False,False
7.7444,0.27,1698,75.0,59.0,1,1664,140.0,0.02,13.0,7.0,0.01,65.0,1.7073170731707317,159.0,1.39,81.0,5,141.0,34,1.36,0.15,15.0,0.18,1,5.0,Clay,Excelente,victorias,Buena,victorias,player1,True,False,False
7.7444,0.27,1698,75.0,59.0,1,1664,140.0,0.02,13.0,7.0,0.01,65.0,1.7073170731707317,159.0,1.39,81.0,5,141.0,34,1.36,0.15,15.0,0.18,1,5.0,Clay,Excelente,victorias,Buena,victorias,player1,True,False,False
7.7444,0.27,1698,75.0,59.0,1,1664,140.0,0.02,13.0,7.0,0.01,65.0,1.7073170731707317,159.0,1.39,81.0,5,141.0,34,1.36,0.15,15.0,0.18,1,5.0,Clay,Excelente,victorias,Buena,victorias,player1,True,False,False
4.7753,0.27,1687,60.0,0.0,3,1580,81.0,0.04,10.0,10.0,0.02,50.0,0.9878048780487805,159.0,1.34,81.0,5,159.0,107,1.29,0.0,12.0,0.15,1,8.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
4.7753,0.27,1687,60.0,0.0,3,1580,81.0,0.04,10.0,10.0,0.02,50.0,0.9878048780487805,159.0,1.34,81.0,5,159.0,107,1.29,0.0,12.0,0.15,1,8.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
4.7753,0.27,1687,60.0,0.0,3,1580,81.0,0.04,10.0,10.0,0.02,50.0,0.9878048780487805,159.0,1.34,81.0,5,159.0,107,1.29,0.0,12.0,0.15,1,8.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
0.0,0.0,1676,55.0,-17.0,2,1500,81.0,0.03,6.604565209907285,13.395434790092715,0.0,33.02282604953643,0.8181818181818182,152.0,1.39,98.0,0,159.0,176,0.0,0.0,11.0,0.22,1,9.0,Clay,Regular,victorias,,,player1,True,False,False
0.0,0.0,1676,55.0,-17.0,2,1500,81.0,0.03,6.604565209907285,13.395434790092715,0.0,33.02282604953643,0.8181818181818182,152.0,1.39,98.0,0,159.0,176,0.0,0.0,11.0,0.22,1,9.0,Clay,Regular,victorias,,,player1,True,False,False
0.0,0.0,1676,55.0,-17.0,2,1500,81.0,0.03,6.604565209907285,13.395434790092715,0.0,33.02282604953643,0.8181818181818182,152.0,1.39,98.0,0,159.0,176,0.0,0.0,11.0,0.22,1,9.0,Clay,Regular,victorias,,,player1,True,False,False
0.0,0.0,1676,55.0,-17.0,2,1500,81.0,0.03,6.604565209907285,13.395434790092715,0.0,33.02282604953643,0.8181818181818182,152.0,1.39,98.0,0,159.0,176,0.0,0.0,11.0,0.22,1,9.0,Clay,Regular,victorias,,,player1,True,False,False
0.0,0.11,1629,50.0,123.0,0,1616,200.0,0.02,10.0,10.0,0.01,50.0,2.5641025641025643,161.0,1.35,77.0,1,132.0,13,1.35,0.18,10.0,0.0,1,10.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
0.0,0.11,1629,50.0,123.0,0,1616,200.0,0.02,10.0,10.0,0.01,50.0,2.5641025641025643,161.0,1.35,77.0,1,132.0,13,1.35,0.18,10.0,0.0,1,10.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
0.0,0.11,1629,50.0,123.0,0,1616,200.0,0.02,10.0,10.0,0.01,50.0,2.5641025641025643,161.0,1.35,77.0,1,132.0,13,1.35,0.18,10.0,0.0,1,10.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
6.5197,0.43,1688,65.0,159.0,0,1721,167.0,0.07,14.0,6.0,0.08,70.0,18.555555555555557,319.0,0.88,8.0,9,137.0,-33,1.08,0.21,13.0,0.22,1,7.0,Clay,Buena,victorias,Buena,victorias,player2,True,False,False
6.5197,0.43,1688,65.0,159.0,0,1721,167.0,0.07,14.0,6.0,0.08,70.0,18.555555555555557,319.0,0.88,8.0,9,137.0,-33,1.08,0.21,13.0,0.22,1,7.0,Clay,Buena,victorias,Buena,victorias,player2,True,False,False
6.5197,0.43,1688,65.0,159.0,0,1721,167.0,0.07,14.0,6.0,0.08,70.0,18.555555555555557,319.0,0.88,8.0,9,137.0,-33,1.08,0.21,13.0,0.22,1,7.0,Clay,Buena,victorias,Buena,victorias,player2,True,False,False
6.5314,0.26,1633,60.0,-115.0,0,1531,52.0,0.02,9.0,11.0,0.01,45.0,0.30952380952380953,137.0,1.37,167.0,2,176.0,102,1.3,0.12,12.0,0.12,1,8.0,Clay,Buena,victorias,Regular,victorias,player2,True,False,False
6.5314,0.26,1633,60.0,-115.0,0,1531,52.0,0.02,9.0,11.0,0.01,45.0,0.30952380952380953,137.0,1.37,167.0,2,176.0,102,1.3,0.12,12.0,0.12,1,8.0,Clay,Buena,victorias,Regular,victorias,player2,True,False,False
6.5314,0.26,1633,60.0,-115.0,0,1531,52.0,0.02,9.0,11.0,0.01,45.0,0.30952380952380953,137.0,1.37,167.0,2,176.0,102,1.3,0.12,12.0,0.12,1,8.0,Clay,Buena,victorias,Regular,victorias,player2,True,False,False
4.7719,0.18,1594,40.0,0.0,3,1731,32.0,0.06,15.0,5.0,0.05,75.0,0.9696969696969697,200.0,0.87,32.0,3,200.0,-137,1.14,0.2,8.0,0.2,1,12.0,Clay,Regular,victorias,Excelente,victorias,player2,True,False,False
4.7719,0.18,1594,40.0,0.0,3,1731,32.0,0.06,15.0,5.0,0.05,75.0,0.9696969696969697,200.0,0.87,32.0,3,200.0,-137,1.14,0.2,8.0,0.2,1,12.0,Clay,Regular,victorias,Excelente,victorias,player2,True,False,False
4.7719,0.18,1594,40.0,0.0,3,1731,32.0,0.06,15.0,5.0,0.05,75.0,0.9696969696969697,200.0,0.87,32.0,3,200.0,-137,1.14,0.2,8.0,0.2,1,12.0,Clay,Regular,victorias,Excelente,victorias,player2,True,False,False
0.0,0.0,1471,25.0,62.0,1,1702,139.0,0.01,14.0,6.0,0.01,70.0,1.7820512820512822,161.0,0.85,77.0,2,142.0,-231,1.18,0.38,5.0,0.58,1,15.0,Clay,Mala,victorias,Buena,victorias,player1,True,False,False
0.0,0.0,1471,25.0,62.0,1,1702,139.0,0.01,14.0,6.0,0.01,70.0,1.7820512820512822,161.0,0.85,77.0,2,142.0,-231,1.18,0.38,5.0,0.58,1,15.0,Clay,Mala,victorias,Buena,victorias,player1,True,False,False
0.0,0.0,1471,25.0,62.0,1,1702,139.0,0.01,14.0,6.0,0.01,70.0,1.7820512820512822,161.0,0.85,77.0,2,142.0,-231,1.18,0.38,5.0,0.58,1,15.0,Clay,Mala,victorias,Buena,victorias,player1,True,False,False
0.0,0.0,1521,44.4,-62.0,1,1565,77.0,0.01,10.0,10.0,0.01,50.0,0.55,142.0,1.42,139.0,1,161.0,-44,1.25,0.18,4.0,0.12,1,5.0,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
0.0,0.0,1521,44.4,-62.0,1,1565,77.0,0.01,10.0,10.0,0.01,50.0,0.55,142.0,1.42,139.0,1,161.0,-44,1.25,0.18,4.0,0.12,1,5.0,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
0.0,0.0,1521,44.4,-62.0,1,1565,77.0,0.01,10.0,10.0,0.01,50.0,0.55,142.0,1.42,139.0,1,161.0,-44,1.25,0.18,4.0,0.12,1,5.0,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
10.769,0.58,1699,70.0,32.0,2,1599,171.0,0.02,10.0,10.0,0.02,50.0,1.2214285714285715,142.0,1.27,139.0,11,136.0,100,1.2,0.24,14.0,0.18,1,6.0,Clay,Buena,victorias,Regular,victorias,player2,True,False,False
10.769,0.58,1699,70.0,32.0,2,1599,171.0,0.02,10.0,10.0,0.02,50.0,1.2214285714285715,142.0,1.27,139.0,11,136.0,100,1.2,0.24,14.0,0.18,1,6.0,Clay,Buena,victorias,Regular,victorias,player2,True,False,False
10.769,0.58,1699,70.0,32.0,2,1599,171.0,0.02,10.0,10.0,0.02,50.0,1.2214285714285715,142.0,1.27,139.0,11,136.0,100,1.2,0.24,14.0,0.18,1,6.0,Clay,Buena,victorias,Regular,victorias,player2,True,False,False
0.0,0.13,1563,50.0,-122.0,0,1662,69.0,0.01,14.0,6.0,0.03,70.0,0.359375,133.0,1.32,191.0,3,165.0,-99,1.4,0.09,10.0,0.09,1,10.0,Hard,Regular,victorias,Buena,victorias,player1,False,False,True
0.0,0.13,1563,50.0,-122.0,0,1662,69.0,0.01,14.0,6.0,0.03,70.0,0.359375,133.0,1.32,191.0,3,165.0,-99,1.4,0.09,10.0,0.09,1,10.0,Hard,Regular,victorias,Buena,victorias,player1,False,False,True
0.0,0.13,1563,50.0,-122.0,0,1662,69.0,0.01,14.0,6.0,0.03,70.0,0.359375,133.0,1.32,191.0,3,165.0,-99,1.4,0.09,10.0,0.09,1,10.0,Hard,Regular,victorias,Buena,victorias,player1,False,False,True
0.0,0.15,1694,70.0,-167.0,0,1709,24.0,0.07,13.0,7.0,0.11,65.0,0.125,133.0,0.96,191.0,4,217.0,-15,1.17,0.21,14.0,0.19,1,6.0,Hard,Buena,victorias,Buena,victorias,player1,False,False,True
0.0,0.15,1694,70.0,-167.0,0,1709,24.0,0.07,13.0,7.0,0.11,65.0,0.125,133.0,0.96,191.0,4,217.0,-15,1.17,0.21,14.0,0.19,1,6.0,Hard,Buena,victorias,Buena,victorias,player1,False,False,True
0.0,0.15,1694,70.0,-167.0,0,1709,24.0,0.07,13.0,7.0,0.11,65.0,0.125,133.0,0.96,191.0,4,217.0,-15,1.17,0.21,14.0,0.19,1,6.0,Hard,Buena,victorias,Buena,victorias,player1,False,False,True
9.7555,0.1,1560,45.0,4.0,3,1496,195.0,0.02,8.0,12.0,0.01,40.0,1.015625,133.0,1.26,191.0,5,133.0,64,1.23,0.17,9.0,0.23,1,11.0,Hard,Regular,victorias,Regular,victorias,player1,False,False,True
9.7555,0.1,1560,45.0,4.0,3,1496,195.0,0.02,8.0,12.0,0.01,40.0,1.015625,133.0,1.26,191.0,5,133.0,64,1.23,0.17,9.0,0.23,1,11.0,Hard,Regular,victorias,Regular,victorias,player1,False,False,True
9.7555,0.1,1560,45.0,4.0,3,1496,195.0,0.02,8.0,12.0,0.01,40.0,1.015625,133.0,1.26,191.0,5,133.0,64,1.23,0.17,9.0,0.23,1,11.0,Hard,Regular,victorias,Regular,victorias,player1,False,False,True
0.0,0.13,1655,65.0,139.0,0,1790,191.0,0.07,16.0,4.0,0.11,80.0,3.6037735849056602,176.0,0.76,52.0,2,133.0,-135,0.92,0.4,13.0,0.42,1,7.0,Hard,Buena,victorias,Excelente,victorias,player1,False,False,True
0.0,0.13,1655,65.0,139.0,0,1790,191.0,0.07,16.0,4.0,0.11,80.0,3.6037735849056602,176.0,0.76,52.0,2,133.0,-135,0.92,0.4,13.0,0.42,1,7.0,Hard,Buena,victorias,Excelente,victorias,player1,False,False,True
0.0,0.13,1655,65.0,139.0,0,1790,191.0,0.07,16.0,4.0,0.11,80.0,3.6037735849056602,176.0,0.76,52.0,2,133.0,-135,0.92,0.4,13.0,0.42,1,7.0,Hard,Buena,victorias,Excelente,victorias,player1,False,False,True
0.0,0.0,1515,50.0,123.0,0,1494,200.0,0.0,8.0,12.0,0.01,40.0,2.5641025641025643,161.0,1.46,77.0,0,132.0,21,1.2,0.0,1.0,0.0,1,1.0,Hard,Regular,victorias,Regular,victorias,player2,False,False,True
0.0,0.0,1515,50.0,123.0,0,1494,200.0,0.0,8.0,12.0,0.01,40.0,2.5641025641025643,161.0,1.46,77.0,0,132.0,21,1.2,0.0,1.0,0.0,1,1.0,Hard,Regular,victorias,Regular,victorias,player2,False,False,True
0.0,0.0,1515,50.0,123.0,0,1494,200.0,0.0,8.0,12.0,0.01,40.0,2.5641025641025643,161.0,1.46,77.0,0,132.0,21,1.2,0.0,1.0,0.0,1,1.0,Hard,Regular,victorias,Regular,victorias,player2,False,False,True
8.480400000000001,0.12,1628,50.0,-117.0,0,1653,83.0,0.03,12.0,8.0,0.02,60.0,0.4129353233830846,132.0,1.08,200.0,3,158.0,-25,1.01,0.12,10.0,0.09,6,10.0,Hard,Regular,victorias,Buena,victorias,player2,False,False,True
