p1_common_opponents_score,p1_strength_of_schedule_score,match_competitiveness,p2_ranking_momentum_score,p2_ranking,p1_surface_specialization_score,p2_surface_specialization_score,ranking_diff,p2_current_streak_count,common_opponents_count,p1_ranking,p2_regional_comfort_win_rate,p2_form_recent_score,p2_pts,ranking_ratio,elo_diff,p2_form_win_percentage,p2_elo,p1_pts,p2_common_opponents_score,p2_form_losses,p1_ranking_momentum_score,p1_current_streak_count,p1_elo,p1_form_win_percentage,p1_form_recent_score,surface_Clay,surface_Grass,surface_Hard,tipo_cancha_Clay,tipo_cancha_Grass,tipo_cancha_Hard,tipo_cancha_Harditf women: 12finisheddmitruk k.khomutsianskaya d.mansouri y.milovanovic e.207575--,p1_form_status_Buena,p1_form_status_Excelente,p1_form_status_Mala,p1_form_status_Regular,p1_current_streak_type_derrotas,p1_current_streak_type_victorias,p2_form_status_Buena,p2_form_status_Excelente,p2_form_status_Mala,p2_form_status_Regular,p2_current_streak_type_derrotas,p2_current_streak_type_victorias,actual_winner_player1,actual_winner_player2
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.9058823529411765,0.9512195121951219,0.4861186717474143,0.9,0.07142857142857142,0.004595588235294118,0.6,0.8297872340425532,0.21623711340206186,0.012175678886992594,0.35009310986964615,0.888888888888889,0.4326465927099843,0.6269009800608314,0.36585365853658536,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.29824561403508776,0.5907230559345157,0.8469945355191256,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.9058823529411765,0.9512195121951219,0.4861186717474143,0.9,0.07142857142857142,0.004595588235294118,0.6,0.8297872340425532,0.21623711340206186,0.012175678886992594,0.35009310986964615,0.888888888888889,0.4326465927099843,0.6269009800608314,0.36585365853658536,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.29824561403508776,0.5907230559345157,0.8469945355191256,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.9058823529411765,0.9512195121951219,0.4861186717474143,0.9,0.07142857142857142,0.004595588235294118,0.6,0.8297872340425532,0.21623711340206186,0.012175678886992594,0.35009310986964615,0.888888888888889,0.4326465927099843,0.6269009800608314,0.36585365853658536,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.29824561403508776,0.5907230559345157,0.8469945355191256,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.9058823529411765,0.9512195121951219,0.4861186717474143,0.9,0.07142857142857142,0.004595588235294118,0.6,0.8297872340425532,0.21623711340206186,0.012175678886992594,0.35009310986964615,0.888888888888889,0.4326465927099843,0.6269009800608314,0.36585365853658536,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.29824561403508776,0.5907230559345157,0.8469945355191256,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,1.0,0.4601769911504425,0.0,1.0,0.9999999999999999,0.5062602068590093,0.75,0.07142857142857142,0.0013786764705882347,0.667,0.8297872340425532,1.0,0.12940439413251528,0.5381750465549348,0.9444444444444445,0.4817749603803487,0.8469077391010477,0.36585365853658536,0.07142857142857142,0.4482758620689656,1.0,0.49122807017543835,1.0000000000000002,0.8524590163934426,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,1.0,0.4601769911504425,0.0,1.0,0.9999999999999999,0.5062602068590093,0.75,0.07142857142857142,0.0013786764705882347,0.667,0.8297872340425532,1.0,0.12940439413251528,0.5381750465549348,0.9444444444444445,0.4817749603803487,0.8469077391010477,0.36585365853658536,0.07142857142857142,0.4482758620689656,1.0,0.49122807017543835,1.0000000000000002,0.8524590163934426,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,1.0,0.4601769911504425,0.0,1.0,0.9999999999999999,0.5062602068590093,0.75,0.07142857142857142,0.0013786764705882347,0.667,0.8297872340425532,1.0,0.12940439413251528,0.5381750465549348,0.9444444444444445,0.4817749603803487,0.8469077391010477,0.36585365853658536,0.07142857142857142,0.4482758620689656,1.0,0.49122807017543835,1.0000000000000002,0.8524590163934426,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,1.0,0.4601769911504425,0.0,1.0,0.9999999999999999,0.5062602068590093,0.75,0.07142857142857142,0.0013786764705882347,0.667,0.8297872340425532,1.0,0.12940439413251528,0.5381750465549348,0.9444444444444445,0.4817749603803487,0.8469077391010477,0.36585365853658536,0.07142857142857142,0.4482758620689656,1.0,0.49122807017543835,1.0000000000000002,0.8524590163934426,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,1.0,0.4601769911504425,0.0,1.0,0.9999999999999999,0.5062602068590093,0.75,0.07142857142857142,0.0013786764705882347,0.667,0.8297872340425532,1.0,0.12940439413251528,0.5381750465549348,0.9444444444444445,0.4817749603803487,0.8469077391010477,0.36585365853658536,0.07142857142857142,0.4482758620689656,1.0,0.49122807017543835,1.0000000000000002,0.8524590163934426,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,1.0,0.4601769911504425,0.0,1.0,0.9999999999999999,0.5062602068590093,0.75,0.07142857142857142,0.0013786764705882347,0.667,0.8297872340425532,1.0,0.12940439413251528,0.5381750465549348,0.9444444444444445,0.4817749603803487,0.8469077391010477,0.36585365853658536,0.07142857142857142,0.4482758620689656,1.0,0.49122807017543835,1.0000000000000002,0.8524590163934426,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.9058823529411765,0.9512195121951219,0.4861186717474143,0.9,0.07142857142857142,0.004595588235294118,0.6,0.8297872340425532,0.21623711340206186,0.012175678886992594,0.35009310986964615,0.888888888888889,0.4326465927099843,0.6269009800608314,0.36585365853658536,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.29824561403508776,0.5907230559345157,0.8469945355191256,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.9058823529411765,0.9512195121951219,0.4861186717474143,0.9,0.07142857142857142,0.004595588235294118,0.6,0.8297872340425532,0.21623711340206186,0.012175678886992594,0.35009310986964615,0.888888888888889,0.4326465927099843,0.6269009800608314,0.36585365853658536,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.29824561403508776,0.5907230559345157,0.8469945355191256,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.9058823529411765,0.9512195121951219,0.4861186717474143,0.9,0.07142857142857142,0.004595588235294118,0.6,0.8297872340425532,0.21623711340206186,0.012175678886992594,0.35009310986964615,0.888888888888889,0.4326465927099843,0.6269009800608314,0.36585365853658536,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.29824561403508776,0.5907230559345157,0.8469945355191256,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.9058823529411765,0.9512195121951219,0.4861186717474143,0.9,0.07142857142857142,0.004595588235294118,0.6,0.8297872340425532,0.21623711340206186,0.012175678886992594,0.35009310986964615,0.888888888888889,0.4326465927099843,0.6269009800608314,0.36585365853658536,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.29824561403508776,0.5907230559345157,0.8469945355191256,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.9058823529411765,0.9512195121951219,0.4861186717474143,0.9,0.07142857142857142,0.004595588235294118,0.6,0.8297872340425532,0.21623711340206186,0.012175678886992594,0.35009310986964615,0.888888888888889,0.4326465927099843,0.6269009800608314,0.36585365853658536,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.29824561403508776,0.5907230559345157,0.8469945355191256,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.9058823529411765,0.9512195121951219,0.4861186717474143,0.9,0.07142857142857142,0.004595588235294118,0.6,0.8297872340425532,0.21623711340206186,0.012175678886992594,0.35009310986964615,0.888888888888889,0.4326465927099843,0.6269009800608314,0.36585365853658536,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.29824561403508776,0.5907230559345157,0.8469945355191256,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.78125,0.37037037037037035,1.0,0.4601769911504425,0.0,0.8588235294117648,0.8170731707317074,0.5062602068590093,0.75,0.6428571428571428,0.0013786764705882347,0.667,0.7340425531914893,1.0,0.12940439413251528,0.5772811918063314,0.9444444444444445,1.0,0.8469077391010477,0.0,0.07142857142857142,0.4482758620689656,1.0,0.9999999999999996,1.0000000000000002,0.7540983606557375,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.78125,0.37037037037037035,1.0,0.4601769911504425,0.0,0.8588235294117648,0.8170731707317074,0.5062602068590093,0.75,0.6428571428571428,0.0013786764705882347,0.667,0.7340425531914893,1.0,0.12940439413251528,0.5772811918063314,0.9444444444444445,1.0,0.8469077391010477,0.0,0.07142857142857142,0.4482758620689656,1.0,0.9999999999999996,1.0000000000000002,0.7540983606557375,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.78125,0.37037037037037035,1.0,0.4601769911504425,0.0,0.8588235294117648,0.8170731707317074,0.5062602068590093,0.75,0.6428571428571428,0.0013786764705882347,0.667,0.7340425531914893,1.0,0.12940439413251528,0.5772811918063314,0.9444444444444445,1.0,0.8469077391010477,0.0,0.07142857142857142,0.4482758620689656,1.0,0.9999999999999996,1.0000000000000002,0.7540983606557375,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.78125,0.37037037037037035,1.0,0.4601769911504425,0.0,0.8588235294117648,0.8170731707317074,0.5062602068590093,0.75,0.6428571428571428,0.0013786764705882347,0.667,0.7340425531914893,1.0,0.12940439413251528,0.5772811918063314,0.9444444444444445,1.0,0.8469077391010477,0.0,0.07142857142857142,0.4482758620689656,1.0,0.9999999999999996,1.0000000000000002,0.7540983606557375,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.78125,0.37037037037037035,1.0,0.4601769911504425,0.0,0.8588235294117648,0.8170731707317074,0.5062602068590093,0.75,0.6428571428571428,0.0013786764705882347,0.667,0.7340425531914893,1.0,0.12940439413251528,0.5772811918063314,0.9444444444444445,1.0,0.8469077391010477,0.0,0.07142857142857142,0.4482758620689656,1.0,0.9999999999999996,1.0000000000000002,0.7540983606557375,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.78125,0.37037037037037035,1.0,0.4601769911504425,0.0,0.8588235294117648,0.8170731707317074,0.5062602068590093,0.75,0.6428571428571428,0.0013786764705882347,0.667,0.7340425531914893,1.0,0.12940439413251528,0.5772811918063314,0.9444444444444445,1.0,0.8469077391010477,0.0,0.07142857142857142,0.4482758620689656,1.0,0.9999999999999996,1.0000000000000002,0.7540983606557375,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.7529411764705882,0.6341463414634146,0.4861186717474143,0.9,0.21428571428571427,0.004595588235294118,0.6,0.8138297872340425,0.21623711340206186,0.012175678886992594,0.6685288640595903,0.888888888888889,0.7179080824088748,0.6269009800608314,0.6341463414634146,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.8114035087719298,0.5907230559345157,0.8306010928961748,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.7529411764705882,0.6341463414634146,0.4861186717474143,0.9,0.21428571428571427,0.004595588235294118,0.6,0.8138297872340425,0.21623711340206186,0.012175678886992594,0.6685288640595903,0.888888888888889,0.7179080824088748,0.6269009800608314,0.6341463414634146,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.8114035087719298,0.5907230559345157,0.8306010928961748,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.7529411764705882,0.6341463414634146,0.4861186717474143,0.9,0.21428571428571427,0.004595588235294118,0.6,0.8138297872340425,0.21623711340206186,0.012175678886992594,0.6685288640595903,0.888888888888889,0.7179080824088748,0.6269009800608314,0.6341463414634146,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.8114035087719298,0.5907230559345157,0.8306010928961748,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.7529411764705882,0.6341463414634146,0.4861186717474143,0.9,0.21428571428571427,0.004595588235294118,0.6,0.8138297872340425,0.21623711340206186,0.012175678886992594,0.6685288640595903,0.888888888888889,0.7179080824088748,0.6269009800608314,0.6341463414634146,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.8114035087719298,0.5907230559345157,0.8306010928961748,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.7529411764705882,0.6341463414634146,0.4861186717474143,0.9,0.21428571428571427,0.004595588235294118,0.6,0.8138297872340425,0.21623711340206186,0.012175678886992594,0.6685288640595903,0.888888888888889,0.7179080824088748,0.6269009800608314,0.6341463414634146,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.8114035087719298,0.5907230559345157,0.8306010928961748,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0.37037037037037035,0.3333333333333333,0.4513274336283186,0.036701404621658364,0.7529411764705882,0.6341463414634146,0.4861186717474143,0.9,0.21428571428571427,0.004595588235294118,0.6,0.8138297872340425,0.21623711340206186,0.012175678886992594,0.6685288640595903,0.888888888888889,0.7179080824088748,0.6269009800608314,0.6341463414634146,0.14285714285714285,0.4482758620689656,0.4782608695652174,0.8114035087719298,0.5907230559345157,0.8306010928961748,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
0.78125,0.37037037037037035,1.0,0.4601769911504425,0.0,0.8588235294117648,0.8170731707317074,0.5062602068590093,0.75,0.6428571428571428,0.0013786764705882347,0.667,0.7340425531914893,1.0,0.12940439413251528,0.5772811918063314,0.9444444444444445,1.0,0.8469077391010477,0.0,0.07142857142857142,0.4482758620689656,1.0,0.9999999999999996,1.0000000000000002,0.7540983606557375,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.78125,0.37037037037037035,1.0,0.4601769911504425,0.0,0.8588235294117648,0.8170731707317074,0.5062602068590093,0.75,0.6428571428571428,0.0013786764705882347,0.667,0.7340425531914893,1.0,0.12940439413251528,0.5772811918063314,0.9444444444444445,1.0,0.8469077391010477,0.0,0.07142857142857142,0.4482758620689656,1.0,0.9999999999999996,1.0000000000000002,0.7540983606557375,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.78125,0.37037037037037035,1.0,0.4601769911504425,0.0,0.8588235294117648,0.8170731707317074,0.5062602068590093,0.75,0.6428571428571428,0.0013786764705882347,0.667,0.7340425531914893,1.0,0.12940439413251528,0.5772811918063314,0.9444444444444445,1.0,0.8469077391010477,0.0,0.07142857142857142,0.4482758620689656,1.0,0.9999999999999996,1.0000000000000002,0.7540983606557375,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.78125,0.37037037037037035,1.0,0.4601769911504425,0.0,0.8588235294117648,0.8170731707317074,0.5062602068590093,0.75,0.6428571428571428,0.0013786764705882347,0.667,0.7340425531914893,1.0,0.12940439413251528,0.5772811918063314,0.9444444444444445,1.0,0.8469077391010477,0.0,0.07142857142857142,0.4482758620689656,1.0,0.9999999999999996,1.0000000000000002,0.7540983606557375,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.78125,0.37037037037037035,1.0,0.4601769911504425,0.0,0.8588235294117648,0.8170731707317074,0.5062602068590093,0.75,0.6428571428571428,0.0013786764705882347,0.667,0.7340425531914893,1.0,0.12940439413251528,0.5772811918063314,0.9444444444444445,1.0,0.8469077391010477,0.0,0.07142857142857142,0.4482758620689656,1.0,0.9999999999999996,1.0000000000000002,0.7540983606557375,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0.78125,0.37037037037037035,1.0,0.4601769911504425,0.0,0.8588235294117648,0.8170731707317074,0.5062602068590093,0.75,0.6428571428571428,0.0013786764705882347,0.667,0.7340425531914893,1.0,0.12940439413251528,0.5772811918063314,0.9444444444444445,1.0,0.8469077391010477,0.0,0.07142857142857142,0.4482758620689656,1.0,0.9999999999999996,1.0000000000000002,0.7540983606557375,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
