p2_ranking,p1_current_streak_count,p1_form_recent_score,p1_pts,p1_elo,p1_ranking_momentum_score,p2_elo,p2_ranking_momentum_score,p2_pts,p1_strength_of_schedule_score,p2_current_streak_count,match_competitiveness,p2_common_opponents_score,p2_surface_specialization_score,p2_form_losses,p1_surface_specialization_score,ranking_diff,p1_common_opponents_score,p1_form_win_percentage,ranking_ratio,p1_ranking,elo_diff,common_opponents_count,p2_form_recent_score,p2_form_win_percentage,p2_regional_comfort_win_rate,tipo_cancha,p1_form_status,p1_current_streak_type,p2_form_status,p2_current_streak_type,actual_winner,surface_Clay,surface_Grass,surface_Hard
85.0,-3,0.69,775.0,1760,1.04,1877,1.13,667.0,0.0,-1,2,0.39,0.0,10.0,0.0,-14.0,0.85,50.0,0.8255813953488372,71.0,-117,6,0.69,50.0,37.5,Harditf women: 12finisheddmitruk k.khomutsianskaya d.mansouri y.milovanovic e.207575--,Regular,derrotas,Regular,derrotas,player2,False,False,False
94.0,3,0.78,345.0,1703,1.14,1840,1.13,625.0,0.0,-1,1,0.66,0.0,9.0,0.0,72.0,0.0,65.0,1.7473684210526317,166.0,-137,4,0.71,55.0,50.0,Harditf women: 12finisheddmitruk k.khomutsianskaya d.mansouri y.milovanovic e.207575--,Buena,victorias,Regular,derrotas,player2,False,False,False
73.0,5,0.86,2960.0,2064,1.08,1804,1.04,763.0,0.0,-3,1,0.0,0.0,11.0,0.0,-62.0,0.92,75.0,0.14864864864864866,11.0,260,8,0.68,45.0,40.0,Harditf women: 12finisheddmitruk k.khomutsianskaya d.mansouri y.milovanovic e.207575--,Excelente,victorias,Regular,derrotas,player1,False,False,False
63.0,3,0.77,454.0,1806,1.15,1850,1.13,848.0,0.0,-1,1,0.49,0.0,11.0,0.0,68.0,0.32,60.0,2.046875,131.0,-44,2,0.68,45.0,42.9,Harditf women: 12finisheddmitruk k.khomutsianskaya d.mansouri y.milovanovic e.207575--,Buena,victorias,Regular,derrotas,player2,False,False,False
116.0,-1,0.72,700.0,1759,1.03,1812,1.02,498.0,0.0,1,2,0.0,0.0,10.0,0.0,-34.0,0.6,60.0,0.7008547008547008,82.0,-53,4,0.71,50.0,50.0,Harditf women: 12finisheddmitruk k.khomutsianskaya d.mansouri y.milovanovic e.207575--,Buena,derrotas,Regular,victorias,player2,False,False,False
58.0,-1,0.72,1625.0,1976,1.15,1726,1.04,889.0,0.0,-2,2,0.47,0.0,12.0,0.0,-35.0,0.84,60.0,0.3898305084745763,23.0,250,9,0.66,40.0,0.0,Harditf women: 12finisheddmitruk k.khomutsianskaya d.mansouri y.milovanovic e.207575--,Buena,derrotas,Regular,derrotas,player1,False,False,False
65.0,1,0.77,1335.0,2003,1.05,1882,1.13,845.0,0.0,-1,2,0.82,0.0,9.0,0.0,-32.0,0.79,75.0,0.5,33.0,121,9,0.71,55.0,63.6,Harditf women: 12finisheddmitruk k.khomutsianskaya d.mansouri y.milovanovic e.207575--,Excelente,victorias,Regular,derrotas,player1,False,False,False
92.0,-1,0.71,596.0,1701,1.03,1885,1.13,631.0,0.0,-1,3,0.68,0.0,9.0,0.0,10.0,0.0,55.0,1.096774193548387,102.0,-184,3,0.71,55.0,42.9,Harditf women: 12finisheddmitruk k.khomutsianskaya d.mansouri y.milovanovic e.207575--,Regular,derrotas,Regular,derrotas,player1,False,False,False
69.0,-3,0.68,1123.0,1832,1.05,1848,1.04,790.0,0.0,-2,2,0.65,0.0,12.0,0.0,-27.0,0.96,45.0,0.6,42.0,-16,10,0.66,40.0,62.5,Harditf women: 12finisheddmitruk k.khomutsianskaya d.mansouri y.milovanovic e.207575--,Regular,derrotas,Regular,derrotas,player2,False,False,False
87.0,-1,0.71,878.0,1899,1.04,1787,1.03,665.0,0.0,-2,2,0.42,0.0,11.0,0.0,-28.0,0.77,55.0,0.6704545454545454,59.0,112,6,0.68,45.0,50.0,Harditf women: 12finisheddmitruk k.khomutsianskaya d.mansouri y.milovanovic e.207575--,Regular,derrotas,Regular,derrotas,player1,False,False,False
8.0,17,1.56,2507.0,1716,0.52,1704,0.52,3881.0,0.1,5,3,0.3,0.82,3.0,0.85,6.0,0.0,90.0,1.5555555555555556,14.0,12,1,1.56,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.56,2507.0,1716,0.52,1704,0.52,3881.0,0.1,5,3,0.3,0.82,3.0,0.85,6.0,0.0,90.0,1.5555555555555556,14.0,12,1,1.56,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.56,2507.0,1716,0.52,1704,0.52,3881.0,0.1,5,3,0.3,0.82,3.0,0.85,6.0,0.0,90.0,1.5555555555555556,14.0,12,1,1.56,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.56,2507.0,1716,0.52,1704,0.52,3881.0,0.1,5,3,0.3,0.82,3.0,0.85,6.0,0.0,90.0,1.5555555555555556,14.0,12,1,1.56,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.56,2507.0,1716,0.52,1704,0.52,3881.0,0.1,5,3,0.3,0.82,3.0,0.85,6.0,0.0,90.0,1.5555555555555556,14.0,12,1,1.56,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.56,2507.0,1716,0.52,1704,0.52,3881.0,0.1,5,3,0.3,0.82,3.0,0.85,6.0,0.0,90.0,1.5555555555555556,14.0,12,1,1.56,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.55,1856.0,1584,0.52,1673,0.51,840.0,0.1,8,1,0.3,0.78,4.0,0.77,-68.0,0.0,60.0,0.23333333333333334,21.0,-89,1,1.56,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.55,1856.0,1584,0.52,1673,0.51,840.0,0.1,8,1,0.3,0.78,4.0,0.77,-68.0,0.0,60.0,0.23333333333333334,21.0,-89,1,1.56,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.55,1856.0,1584,0.52,1673,0.51,840.0,0.1,8,1,0.3,0.78,4.0,0.77,-68.0,0.0,60.0,0.23333333333333334,21.0,-89,1,1.56,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.55,1856.0,1584,0.52,1673,0.51,840.0,0.1,8,1,0.3,0.78,4.0,0.77,-68.0,0.0,60.0,0.23333333333333334,21.0,-89,1,1.56,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.55,1856.0,1584,0.52,1673,0.51,840.0,0.1,8,1,0.3,0.78,4.0,0.77,-68.0,0.0,60.0,0.23333333333333334,21.0,-89,1,1.56,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.55,1856.0,1584,0.52,1673,0.51,840.0,0.1,8,1,0.3,0.78,4.0,0.77,-68.0,0.0,60.0,0.23333333333333334,21.0,-89,1,1.56,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.56,2507.0,1716,0.52,1704,0.52,3881.0,0.1,5,3,0.3,0.82,3.0,0.85,6.0,0.0,90.0,1.5555555555555556,14.0,12,1,1.56,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.56,2507.0,1716,0.52,1704,0.52,3881.0,0.1,5,3,0.3,0.82,3.0,0.85,6.0,0.0,90.0,1.5555555555555556,14.0,12,1,1.56,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.56,2507.0,1716,0.52,1704,0.52,3881.0,0.1,5,3,0.3,0.82,3.0,0.85,6.0,0.0,90.0,1.5555555555555556,14.0,12,1,1.56,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.56,2507.0,1716,0.52,1704,0.52,3881.0,0.1,5,3,0.3,0.82,3.0,0.85,6.0,0.0,90.0,1.5555555555555556,14.0,12,1,1.56,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.56,2507.0,1716,0.52,1704,0.52,3881.0,0.1,5,3,0.3,0.82,3.0,0.85,6.0,0.0,90.0,1.5555555555555556,14.0,12,1,1.56,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.56,2507.0,1716,0.52,1704,0.52,3881.0,0.1,5,3,0.3,0.82,3.0,0.85,6.0,0.0,90.0,1.5555555555555556,14.0,12,1,1.56,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.55,1856.0,1584,0.52,1673,0.51,840.0,0.1,8,1,0.3,0.78,4.0,0.77,-68.0,0.0,60.0,0.23333333333333334,21.0,-89,1,1.56,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.55,1856.0,1584,0.52,1673,0.51,840.0,0.1,8,1,0.3,0.78,4.0,0.77,-68.0,0.0,60.0,0.23333333333333334,21.0,-89,1,1.56,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.55,1856.0,1584,0.52,1673,0.51,840.0,0.1,8,1,0.3,0.78,4.0,0.77,-68.0,0.0,60.0,0.23333333333333334,21.0,-89,1,1.56,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.55,1856.0,1584,0.52,1673,0.51,840.0,0.1,8,1,0.3,0.78,4.0,0.77,-68.0,0.0,60.0,0.23333333333333334,21.0,-89,1,1.56,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.55,1856.0,1584,0.52,1673,0.51,840.0,0.1,8,1,0.3,0.78,4.0,0.77,-68.0,0.0,60.0,0.23333333333333334,21.0,-89,1,1.56,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.55,1856.0,1584,0.52,1673,0.51,840.0,0.1,8,1,0.3,0.78,4.0,0.77,-68.0,0.0,60.0,0.23333333333333334,21.0,-89,1,1.56,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.38,2507.0,2064,0.52,2031,0.52,3881.0,0.1,5,3,0.0,0.67,3.0,0.73,6.0,0.75,90.0,1.5555555555555556,14.0,33,9,1.38,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.38,2507.0,2064,0.52,2031,0.52,3881.0,0.1,5,3,0.0,0.67,3.0,0.73,6.0,0.75,90.0,1.5555555555555556,14.0,33,9,1.38,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.38,2507.0,2064,0.52,2031,0.52,3881.0,0.1,5,3,0.0,0.67,3.0,0.73,6.0,0.75,90.0,1.5555555555555556,14.0,33,9,1.38,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.38,2507.0,2064,0.52,2031,0.52,3881.0,0.1,5,3,0.0,0.67,3.0,0.73,6.0,0.75,90.0,1.5555555555555556,14.0,33,9,1.38,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.38,2507.0,2064,0.52,2031,0.52,3881.0,0.1,5,3,0.0,0.67,3.0,0.73,6.0,0.75,90.0,1.5555555555555556,14.0,33,9,1.38,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.38,2507.0,2064,0.52,2031,0.52,3881.0,0.1,5,3,0.0,0.67,3.0,0.73,6.0,0.75,90.0,1.5555555555555556,14.0,33,9,1.38,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.52,1856.0,1935,0.52,1853,0.51,840.0,0.1,8,1,0.52,0.52,4.0,0.64,-68.0,0.0,60.0,0.23333333333333334,21.0,82,3,1.53,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.52,1856.0,1935,0.52,1853,0.51,840.0,0.1,8,1,0.52,0.52,4.0,0.64,-68.0,0.0,60.0,0.23333333333333334,21.0,82,3,1.53,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.52,1856.0,1935,0.52,1853,0.51,840.0,0.1,8,1,0.52,0.52,4.0,0.64,-68.0,0.0,60.0,0.23333333333333334,21.0,82,3,1.53,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.52,1856.0,1935,0.52,1853,0.51,840.0,0.1,8,1,0.52,0.52,4.0,0.64,-68.0,0.0,60.0,0.23333333333333334,21.0,82,3,1.53,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.52,1856.0,1935,0.52,1853,0.51,840.0,0.1,8,1,0.52,0.52,4.0,0.64,-68.0,0.0,60.0,0.23333333333333334,21.0,82,3,1.53,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.52,1856.0,1935,0.52,1853,0.51,840.0,0.1,8,1,0.52,0.52,4.0,0.64,-68.0,0.0,60.0,0.23333333333333334,21.0,82,3,1.53,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.38,2507.0,2064,0.52,2031,0.52,3881.0,0.1,5,3,0.0,0.67,3.0,0.73,6.0,0.75,90.0,1.5555555555555556,14.0,33,9,1.38,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.38,2507.0,2064,0.52,2031,0.52,3881.0,0.1,5,3,0.0,0.67,3.0,0.73,6.0,0.75,90.0,1.5555555555555556,14.0,33,9,1.38,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.38,2507.0,2064,0.52,2031,0.52,3881.0,0.1,5,3,0.0,0.67,3.0,0.73,6.0,0.75,90.0,1.5555555555555556,14.0,33,9,1.38,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.38,2507.0,2064,0.52,2031,0.52,3881.0,0.1,5,3,0.0,0.67,3.0,0.73,6.0,0.75,90.0,1.5555555555555556,14.0,33,9,1.38,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.38,2507.0,2064,0.52,2031,0.52,3881.0,0.1,5,3,0.0,0.67,3.0,0.73,6.0,0.75,90.0,1.5555555555555556,14.0,33,9,1.38,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
8.0,17,1.38,2507.0,2064,0.52,2031,0.52,3881.0,0.1,5,3,0.0,0.67,3.0,0.73,6.0,0.75,90.0,1.5555555555555556,14.0,33,9,1.38,85.0,66.7,Clay,Excelente,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.52,1856.0,1935,0.52,1853,0.51,840.0,0.1,8,1,0.52,0.52,4.0,0.64,-68.0,0.0,60.0,0.23333333333333334,21.0,82,3,1.53,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.52,1856.0,1935,0.52,1853,0.51,840.0,0.1,8,1,0.52,0.52,4.0,0.64,-68.0,0.0,60.0,0.23333333333333334,21.0,82,3,1.53,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.52,1856.0,1935,0.52,1853,0.51,840.0,0.1,8,1,0.52,0.52,4.0,0.64,-68.0,0.0,60.0,0.23333333333333334,21.0,82,3,1.53,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.52,1856.0,1935,0.52,1853,0.51,840.0,0.1,8,1,0.52,0.52,4.0,0.64,-68.0,0.0,60.0,0.23333333333333334,21.0,82,3,1.53,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.52,1856.0,1935,0.52,1853,0.51,840.0,0.1,8,1,0.52,0.52,4.0,0.64,-68.0,0.0,60.0,0.23333333333333334,21.0,82,3,1.53,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
89.0,5,1.52,1856.0,1935,0.52,1853,0.51,840.0,0.1,8,1,0.52,0.52,4.0,0.64,-68.0,0.0,60.0,0.23333333333333334,21.0,82,3,1.53,80.0,60.0,Clay,Buena,victorias,Excelente,victorias,player2,True,False,False
78.0,1,1.62,256.0,1717,0.99,1742,1.03,747.0,0.23,1,0,-0.0,0.0,11.0,0.0,148.0,-0.0,60.0,2.8607594936708862,226.0,-25,1,1.54,45.0,33.3,Grass,Buena,victorias,Regular,victorias,player2,False,True,False
78.0,1,1.62,256.0,1717,0.99,1742,1.03,747.0,0.23,1,0,-0.0,0.0,11.0,0.0,148.0,-0.0,60.0,2.8607594936708862,226.0,-25,1,1.54,45.0,33.3,Grass,Buena,victorias,Regular,victorias,player2,False,True,False
184.0,1,1.48,596.0,1680,1.03,1659,1.0,315.0,0.27,3,1,0.05,0.49,9.0,0.0,-80.0,0.04,55.0,0.5621621621621622,104.0,21,9,1.59,55.0,58.3,Grass,Regular,victorias,Regular,victorias,player1,False,True,False
184.0,1,1.48,596.0,1680,1.03,1659,1.0,315.0,0.27,3,1,0.05,0.49,9.0,0.0,-80.0,0.04,55.0,0.5621621621621622,104.0,21,9,1.59,55.0,58.3,Grass,Regular,victorias,Regular,victorias,player1,False,True,False
360.0,1,1.57,579.0,1700,1.03,1692,0.97,137.0,0.27,3,0,-0.0,0.49,6.0,0.0,-252.0,-0.0,50.0,0.29916897506925205,108.0,8,1,1.72,70.0,100.0,Grass,Regular,victorias,Buena,victorias,player2,False,True,False
360.0,1,1.57,579.0,1700,1.03,1692,0.97,137.0,0.27,3,0,-0.0,0.49,6.0,0.0,-252.0,-0.0,50.0,0.29916897506925205,108.0,8,1,1.72,70.0,100.0,Grass,Regular,victorias,Buena,victorias,player2,False,True,False
165.0,1,1.36,408.0,1541,1.01,1706,1.01,348.0,0.27,1,2,0.04,0.0,7.0,0.0,-20.0,0.0,30.0,0.8734939759036144,145.0,-165,5,1.62,65.0,40.0,Grass,Mala,victorias,Buena,victorias,player2,False,True,False
165.0,1,1.36,408.0,1541,1.01,1706,1.01,348.0,0.27,1,2,0.04,0.0,7.0,0.0,-20.0,0.0,30.0,0.8734939759036144,145.0,-165,5,1.62,65.0,40.0,Grass,Mala,victorias,Buena,victorias,player2,False,True,False
105.0,1,1.44,504.0,1635,1.02,1750,1.03,590.0,0.27,1,2,0.03,0.0,9.0,0.0,19.0,0.0,40.0,1.169811320754717,124.0,-115,7,1.57,55.0,50.0,Grass,Regular,victorias,Regular,victorias,player2,False,True,False
105.0,1,1.44,504.0,1635,1.02,1750,1.03,590.0,0.27,1,2,0.03,0.0,9.0,0.0,19.0,0.0,40.0,1.169811320754717,124.0,-115,7,1.57,55.0,50.0,Grass,Regular,victorias,Regular,victorias,player2,False,True,False
99.0,1,1.5,329.0,1688,1.0,1629,1.03,626.0,0.27,1,1,0.02,0.0,15.0,0.0,78.0,0.02,50.0,1.77,177.0,59,5,1.36,25.0,20.0,Grass,Regular,victorias,Mala,victorias,player1,False,True,False
99.0,1,1.5,329.0,1688,1.0,1629,1.03,626.0,0.27,1,1,0.02,0.0,15.0,0.0,78.0,0.02,50.0,1.77,177.0,59,5,1.36,25.0,20.0,Grass,Regular,victorias,Mala,victorias,player1,False,True,False
142.0,1,1.52,385.0,1675,1.01,1736,1.01,412.0,0.26,1,2,0.04,0.0,8.0,0.0,13.0,0.0,50.0,1.083916083916084,155.0,-61,5,1.57,60.0,75.0,Grass,Regular,victorias,Buena,victorias,player2,False,True,False
142.0,1,1.52,385.0,1675,1.01,1736,1.01,412.0,0.26,1,2,0.04,0.0,8.0,0.0,13.0,0.0,50.0,1.083916083916084,155.0,-61,5,1.57,60.0,75.0,Grass,Regular,victorias,Buena,victorias,player2,False,True,False
154.0,1,1.62,250.0,1680,0.99,1668,1.01,386.0,0.18,1,1,0.0,0.0,8.0,0.0,77.0,0.0,65.0,1.4903225806451612,231.0,12,3,1.64,60.0,75.0,Grass,Buena,victorias,Buena,victorias,player2,False,True,False
154.0,1,1.62,250.0,1680,0.99,1668,1.01,386.0,0.18,1,1,0.0,0.0,8.0,0.0,77.0,0.0,65.0,1.4903225806451612,231.0,12,3,1.64,60.0,75.0,Grass,Buena,victorias,Buena,victorias,player2,False,True,False
134.0,1,1.55,243.0,1699,0.99,1749,1.02,563.0,0.27,1,0,0.02,0.0,9.0,0.24,148.0,0.02,55.0,2.088888888888889,282.0,-50,3,1.55,55.0,81.8,Grass,Regular,victorias,Regular,victorias,player1,False,True,False
134.0,1,1.55,243.0,1699,0.99,1749,1.02,563.0,0.27,1,0,0.02,0.0,9.0,0.24,148.0,0.02,55.0,2.088888888888889,282.0,-50,3,1.55,55.0,81.8,Grass,Regular,victorias,Regular,victorias,player1,False,True,False
199.0,-4,1.4,724.0,1670,1.03,1734,1.01,366.0,0.27,10,1,-0.0,0.0,7.0,0.59,-91.0,-0.0,40.0,0.54,108.0,-64,1,1.88,65.0,25.0,Grass,Regular,derrotas,Buena,victorias,player2,False,True,False
199.0,-4,1.4,724.0,1670,1.03,1734,1.01,366.0,0.27,10,1,-0.0,0.0,7.0,0.59,-91.0,-0.0,40.0,0.54,108.0,-64,1,1.88,65.0,25.0,Grass,Regular,derrotas,Buena,victorias,player2,False,True,False
37.0,3,1.66,633.0,1703,1.03,1745,1.05,1301.0,0.27,1,1,0.03,0.0,10.0,0.35,88.0,0.03,60.0,3.289473684210526,125.0,-42,5,1.5,50.0,71.4,Grass,Buena,victorias,Regular,victorias,player1,False,True,False
37.0,3,1.66,633.0,1703,1.03,1745,1.05,1301.0,0.27,1,1,0.03,0.0,10.0,0.35,88.0,0.03,60.0,3.289473684210526,125.0,-42,5,1.5,50.0,71.4,Grass,Buena,victorias,Regular,victorias,player1,False,True,False
276.0,-2,1.56,611.0,1723,1.03,1806,0.99,250.0,0.27,10,0,-0.0,0.0,2.0,0.0,-148.0,-0.0,60.0,0.4620938628158845,128.0,-83,1,1.88,90.0,70.0,Grass,Buena,derrotas,Excelente,victorias,player1,False,True,False
276.0,-2,1.56,611.0,1723,1.03,1806,0.99,250.0,0.27,10,0,-0.0,0.0,2.0,0.0,-148.0,-0.0,60.0,0.4620938628158845,128.0,-83,1,1.88,90.0,70.0,Grass,Buena,derrotas,Excelente,victorias,player1,False,True,False
130.0,1,1.59,1340.0,1831,1.05,1744,1.03,591.0,0.27,1,1,0.0,0.0,7.0,0.0,-95.0,0.0,55.0,0.26717557251908397,35.0,87,5,1.59,65.0,50.0,Grass,Regular,victorias,Buena,victorias,player1,False,True,False
130.0,1,1.59,1340.0,1831,1.05,1744,1.03,591.0,0.27,1,1,0.0,0.0,7.0,0.0,-95.0,0.0,55.0,0.26717557251908397,35.0,87,5,1.59,65.0,50.0,Grass,Regular,victorias,Buena,victorias,player1,False,True,False
137.0,1,1.64,334.0,1696,1.01,1743,1.02,551.0,0.27,1,1,-0.0,0.0,6.0,0.41,80.0,-0.0,65.0,1.5724637681159421,217.0,-47,1,1.67,70.0,76.2,Grass,Buena,victorias,Buena,victorias,player2,False,True,False
137.0,1,1.64,334.0,1696,1.01,1743,1.02,551.0,0.27,1,1,-0.0,0.0,6.0,0.41,80.0,-0.0,65.0,1.5724637681159421,217.0,-47,1,1.67,70.0,76.2,Grass,Buena,victorias,Buena,victorias,player2,False,True,False
146.0,3,1.74,428.0,1766,1.01,1767,0.97,524.0,0.27,1,2,-0.0,0.0,5.0,0.49,27.0,-0.0,65.0,1.1768707482993197,173.0,-1,1,1.77,75.0,78.3,Grass,Buena,victorias,Excelente,victorias,player1,False,True,False
146.0,3,1.74,428.0,1766,1.01,1767,0.97,524.0,0.27,1,2,-0.0,0.0,5.0,0.49,27.0,-0.0,65.0,1.1768707482993197,173.0,-1,1,1.77,75.0,78.3,Grass,Buena,victorias,Excelente,victorias,player1,False,True,False
148.0,1,1.43,1111.0,1636,1.05,1763,1.02,497.0,0.27,3,1,0.0,0.46,8.0,0.0,-97.0,0.02,35.0,0.3422818791946309,51.0,-127,5,1.64,60.0,66.7,Grass,Mala,victorias,Buena,victorias,player2,False,True,False
148.0,1,1.43,1111.0,1636,1.05,1763,1.02,497.0,0.27,3,1,0.0,0.46,8.0,0.0,-97.0,0.02,35.0,0.3422818791946309,51.0,-127,5,1.64,60.0,66.7,Grass,Mala,victorias,Buena,victorias,player2,False,True,False
210.0,1,1.5,980.0,1772,1.04,1618,1.01,348.0,0.27,1,0,0.04,0.41,11.0,0.0,-144.0,0.07,55.0,0.3127962085308057,66.0,154,7,1.45,45.0,60.0,Grass,Regular,victorias,Regular,victorias,player1,False,True,False
210.0,1,1.5,980.0,1772,1.04,1618,1.01,348.0,0.27,1,0,0.04,0.41,11.0,0.0,-144.0,0.07,55.0,0.3127962085308057,66.0,154,7,1.45,45.0,60.0,Grass,Regular,victorias,Regular,victorias,player1,False,True,False
639.0,3,1.49,69.0,1749,0.93,1707,0.92,55.0,0.0,3,1,0.17,0.42,4.0,0.44,-71.0,0.17,90.0,0.8875,568.0,42,6,1.42,80.0,0.0,Hard,Excelente,victorias,Excelente,victorias,player2,False,False,True
639.0,3,1.49,69.0,1749,0.93,1707,0.92,55.0,0.0,3,1,0.17,0.42,4.0,0.44,-71.0,0.17,90.0,0.8875,568.0,42,6,1.42,80.0,0.0,Hard,Excelente,victorias,Excelente,victorias,player2,False,False,True
436.0,3,1.39,49.0,1592,0.91,1664,1.05,107.0,0.19,1,0,0.13,0.41,9.0,0.36,242.0,0.0,50.0,1.551487414187643,678.0,-72,2,1.35,55.0,25.0,Hard,Regular,victorias,Regular,victorias,player1,False,False,True
436.0,3,1.39,49.0,1592,0.91,1664,1.05,107.0,0.19,1,0,0.13,0.41,9.0,0.36,242.0,0.0,50.0,1.551487414187643,678.0,-72,2,1.35,55.0,25.0,Hard,Regular,victorias,Regular,victorias,player1,False,False,True
369.0,1,1.27,188.0,1594,0.98,1720,1.06,133.0,0.23,6,1,0.0,0.4,6.0,0.41,-86.0,0.0,50.0,0.7648648648648648,283.0,-126,3,1.55,70.0,53.8,Hard,Regular,victorias,Buena,victorias,player2,False,False,True
369.0,1,1.27,188.0,1594,0.98,1720,1.06,133.0,0.23,6,1,0.0,0.4,6.0,0.41,-86.0,0.0,50.0,0.7648648648648648,283.0,-126,3,1.55,70.0,53.8,Hard,Regular,victorias,Buena,victorias,player2,False,False,True
307.0,1,1.39,96.0,1685,1.05,1712,1.07,169.0,0.09,1,0,0.09,0.44,6.0,0.4,168.0,0.0,65.0,1.5422077922077921,475.0,-27,2,1.4,70.0,80.0,Hard,Buena,victorias,Buena,victorias,player2,False,False,True
307.0,1,1.39,96.0,1685,1.05,1712,1.07,169.0,0.09,1,0,0.09,0.44,6.0,0.4,168.0,0.0,65.0,1.5422077922077921,475.0,-27,2,1.4,70.0,80.0,Hard,Buena,victorias,Buena,victorias,player2,False,False,True
192.0,1,1.34,600.0,1685,0.67,1658,0.65,301.0,0.27,1,1,0.23,0.51,10.0,0.48,-89.0,0.33,55.0,0.533678756476684,103.0,27,7,1.23,50.0,25.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
192.0,1,1.34,600.0,1685,0.67,1658,0.65,301.0,0.27,1,1,0.23,0.51,10.0,0.48,-89.0,0.33,55.0,0.533678756476684,103.0,27,7,1.23,50.0,25.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
193.0,1,1.33,192.0,1712,0.7,1614,0.65,299.0,0.25,1,1,0.0,0.48,9.0,0.53,82.0,0.22,55.0,1.4175257731958764,275.0,98,2,1.33,55.0,66.7,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
